210,Inc5000 Company List,210,23172,210,25,R.J. Allen & Associates,MS,Oxford,Oxford MS,2117.71,26199465.00,Construction,2
211,Inc5000 Company List,211,24913,211,6,Splash and Dash for Dogs International,FL,St. Petersburg,Tampa,2117.70,2291195.00,Consumer Products & Services,1
212,Inc5000 Company List,212,25949,212,17,ePremium Insurance,OH,Mason,Cincinnati,2109.32,3795474.00,Insurance,1
213,Inc5000 Company List,213,22916,213,15,McAfee Institute,IL,Peoria,Peoria IL,2097.07,39571912.00,Education,2
214,Inc5000 Company List,214,25983,214,7,IDsecurityonline.com,NY,New York,New York City,2093.03,4898356.00,Security,1
215,Inc5000 Company List,215,26595,215,25,Wren,CA,Los Angeles,Los Angeles,2092.19,5154056.00,Retail,1
216,Inc5000 Company List,216,24898,216,16,Newmind Group,MI,Kalamazoo,Kalamazoo-Portage MI,2065.37,15469496.00,IT Services,1
217,Inc5000 Company List,217,26306,217,43,Obsidian Analysis,DC,Washington,Washington DC,2061.31,9105768.00,Government Services,1
218,Inc5000 Company List,218,24959,218,10,Universal Synaptics,UT,Roy,Ogden-Clearfield UT,2042.19,2149259.00,Government Services,1
219,Inc5000 Company List,219,26587,219,13,Global Commerce and Services,LA,Harvey,New Orleans-Metairie-Kenner LA,2040.96,3521801.00,Government Services,1
