2543,Inc5000 Company List,2543,3785,2543,49,Myriad Supply,New York,New York City,148.17,37918253,Computer Hardware,6,NY
2563,Inc5000 Company List,2563,2846,2563,20,MyOTCStore.com,East Elmhurst,New York City,146.92,39808971,Retail,7,NY
2572,Inc5000 Company List,2572,23553,2572,18,Trepoint,Great Neck,New York City,146.3,4464395,Advertising & Marketing,2,NY
2574,Inc5000 Company List,2574,19730,2574,6,Forward Health,New York,New York City,146.12,8710384,Health,4,NY
2604,Inc5000 Company List,2604,24929,2604,6,Capital Markets Placement,New York,New York City,144.13,2329608,Human Resources,1,NY
2606,Inc5000 Company List,2606,21528,2606,49,Servomation,Canastota,Syracuse NY,144.05,7309902,Food & Beverage,3,NY
2616,Inc5000 Company List,2616,20472,2616,161,D4,Rochester,Rochester NY,143.73,18292692,IT Services,4,NY
2622,Inc5000 Company List,2622,25471,2622,44,Knowledge Delivery Systems,New York,New York City,143.34,8175806,Education,1,NY
2641,Inc5000 Company List,2641,21450,2641,21,Cipher Tech Solutions,Upper Nyack,New York City,142.13,3109403,Government Services,3,NY
2644,Inc5000 Company List,2644,21406,2644,150,UrbanDaddy,New York,New York City,141.73,19903187,Media,2,NY
2664,Inc5000 Company List,2664,25103,2664,7,Avanti Systems USA,Port Chester,New York City,140.97,2085237,Construction,1,NY
2666,Inc5000 Company List,2666,24027,2666,19,Primary Wave Media,Pleasantville,New York City,140.75,3565000,Advertising & Marketing,2,NY
2680,Inc5000 Company List,2680,23965,2680,400,Shinetech Software,New York,New York City,140.31,14500768,IT Services,2,NY
2681,Inc5000 Company List,2681,19528,2681,7,Peeled Snacks,Brooklyn,New York City,140.22,4829580,Food & Beverage,4,NY
2685,Inc5000 Company List,2685,25119,2685,160,Green Key Resources,New York,New York City,139.87,61088847,Human Resources,1,NY
2703,Inc5000 Company List,2703,19258,2703,24,TekScape,New York,New York City,138.4,12796191,IT Services,4,NY
2734,Inc5000 Company List,2734,24882,2734,16,Myriad Tech Solutions,New York,New York City,136.7,2276300,IT Services,1,NY
2736,Inc5000 Company List,2736,25701,2736,14,Sequent Learning Networks,New York,New York City,136.47,3107877,Business Products & Services,1,NY
2763,Inc5000 Company List,2763,25763,2763,14,Elegante Custom Stone Boutique by Zicana,Westbury,New York City,134.58,3008359,Retail,1,NY
2789,Inc5000 Company List,2789,19321,2789,42,Enstoa,New York,New York City,132.74,8088027,IT Services,4,NY
2795,Inc5000 Company List,2795,11471,2795,41,Northern Lights Post,New York,New York City,132.27,16445046,Media,2,NY
2802,Inc5000 Company List,2802,26560,2802,125,Visual Citi,West Babylon,New York City,131.78,13254901,Manufacturing,1,NY
2850,Inc5000 Company List,2850,23968,2850,37,Cafe Grumpy,Brooklyn,New York City,129.18,2760847,Food & Beverage,2,NY
2853,Inc5000 Company List,2853,25567,2853,10,DanniJo,New York,New York City,129.06,3797400,Retail,1,NY
2872,Inc5000 Company List,2872,21971,2872,27,Central Park West Dentistry,New York,New York City,127.88,4761566,Health,3,NY
2916,Inc5000 Company List,2916,273,2916,242,5Linx Enterprises,Rochester,Rochester NY,124.59,112397000,Telecommunications,9,NY
2929,Inc5000 Company List,2929,21842,2929,24,SportsSignup,Latham,Albany-Schenectady-Troy NY,123.6,4178513,Software,3,NY
2937,Inc5000 Company List,2937,22377,2937,563,Linium,New York,New York City,123.03,57066771,Business Products & Services,3,NY
2964,Inc5000 Company List,2964,25195,2964,50,Appliances Connection,Brooklyn,New York City,121.66,115625529,Consumer Products & Services,1,NY
3004,Inc5000 Company List,3004,152,3004,145,CPXi,New York,New York City,118.83,111440000,Advertising & Marketing,4,NY
3012,Inc5000 Company List,3012,19476,3012,41,BountyJobs,New York,New York City,118.44,35344272,Human Resources,4,NY
3023,Inc5000 Company List,3023,24844,3023,18,Five Blocks,New York,New York City,118.12,2134135,Business Products & Services,1,NY
3056,Inc5000 Company List,3056,23847,3056,123,Signature Systems Group,New York,New York City,116.37,79260659,Manufacturing,6,NY
3060,Inc5000 Company List,3060,25888,3060,5,Eye5 Mktg & Talent,New York,New York City,116.32,2113987,Advertising & Marketing,1,NY
3061,Inc5000 Company List,3061,22151,3061,29,DiGennaro Communications,New York,New York City,116.31,5013766,Advertising & Marketing,4,NY
3065,Inc5000 Company List,3065,19897,3065,277,PM Pediatrics,Lake Success,New York City,116.02,18144714,Health,4,NY
3097,Inc5000 Company List,3097,22094,3097,70,Fortus Healthcare Resources,Utica,Utica-Rome NY,114.32,7435531,Health,3,NY
3102,Inc5000 Company List,3102,17976,3102,38,Team Epiphany,New York,New York City,114.05,11064000,Advertising & Marketing,6,NY
3107,Inc5000 Company List,3107,20166,3107,100,Christmas Central,Cheektowaga,Buffalo-Niagara Falls NY,113.83,21748728,Retail,4,NY
3116,Inc5000 Company List,3116,20137,3116,83,Innovest Systems,New York,New York City,113.21,17385000,Financial Services,3,NY
3122,Inc5000 Company List,3122,57,3122,1469,ReSource Pro,New York,New York City,112.94,33583810,Insurance,6,NY
3127,Inc5000 Company List,3127,2900,3127,98,Celerant Technology,Staten Island,New York City,112.79,21443000,Software,7,NY
3185,Inc5000 Company List,3185,18103,3185,1000,DataArt,New York,New York City,109.76,38904081,Software,5,NY
3203,Inc5000 Company List,3203,1083,3203,180,Treo Solutions,Troy,Albany-Schenectady-Troy NY,108.73,28873000,Health,8,NY
3209,Inc5000 Company List,3209,21856,3209,5,Medical Supply Depot,Brooklyn,New York City,108.45,2869958,Retail,3,NY
3240,Inc5000 Company List,3240,25605,3240,120,FrontStreet Facility Solutions,Bohemia,New York City,106.73,53087800,Business Products & Services,1,NY
3297,Inc5000 Company List,3297,25531,3297,52,Adler Windows,Jamaica,New York City,102.87,7899903,Construction,1,NY
